"Title","Tomatometer","Fresh","Audience.score","Rating","Parental.Control","Genre1","Genre2","Genre3","Director","Production","DirectorIsWriter","Runtime","Release.Date","Release.Year","Release.Season","Release.isWide"
"Tinker Bell",90,"Yes",73,"G","Yes","fantasy","kidsandfamily","animation","BradleyRaymond","DisneyToonStudios",NA,74,2015-12-13,"2015","autumn",""
"Planet B-Boy",83,"Yes",91,"G","Yes","documentary",NA,NA,"BensonLee","MentalPictures",NA,101,2016-03-22,"2016","spring",""
"Hell Ride",10,"No",30,"R","No","action",NA,NA,"LarryBishop","DimensionFilms",NA,84,2008-08-08,"2008","summer","No"
"Expelled: No Intelligence Allowed",11,"No",68,"PG","No","documentary",NA,NA,"NathanFrankowski","RampartFilms","No",90,2008-04-18,"2008","spring","Yes"
"Tashan",50,"No",20,"G","Yes","action","romance",NA,"VijayKrishnaAcharya","YashRajFilms",NA,140,2008-04-25,"2008","spring","No"
"Gunnin' For That #1 Spot",74,"Yes",66,"PG-13","No","documentary",NA,NA,"AdamYauch","JonDoran,JimKaufman,AdamYauch",NA,90,2008-06-27,"2008","summer","No"
"Thoda Pyaar Thoda Magic",88,"Yes",52,"G","Yes","drama","romance","comedy","KunalKohli","KunalKohliProductions","No",145,2008-06-27,"2008","summer","No"
"The Lazarus Project",60,"Yes",45,"PG-13","No","mysteryandthriller","drama",NA,"JohnGlenn","MandevilleFilms,ScionFilms,InfernoDistribution",NA,100,2013-07-26,"2013","summer",""
"Whaledreamers",50,"No",59,"G","Yes","documentary",NA,NA,"KimKindersley","YoungheartEntertainment",NA,84,2008-09-26,"2008","autumn","No"
"Santa's Apprentice (L'apprenti Pere Noel)",80,"Yes",39,"G","Yes","animation","adventure","drama","LucVinciguerra","SandraGross","No",80,2017-01-16,"2017","winter",""
"Le Doulos",97,"Yes",91,"G","Yes","drama",NA,NA,"Jean-PierreMelville","CompagniaCinematograficaChampion,RomeParisFilms",NA,108,2019-01-03,"2019","winter","Yes"
"Kenny",100,"Yes",86,"PG-13","No","comedy",NA,NA,"ClaytonJacobson","ClaytonJacobson,RohanTimlock",NA,100,2008-07-18,"2008","summer","No"
"Chapter 27",18,"No",37,"R","No","drama",NA,NA,"JarrettSchaefer","PeaceArchEntertainmentGroup,ArtinaFilms","Yes",84,2008-04-04,"2008","spring","No"
"The Unforeseen",90,"Yes",69,"G","Yes","documentary",NA,NA,"LauraDunn","TwoBirds",NA,94,2008-02-29,"2008","winter","No"
"A Very British Gangster",71,"Yes",64,"G","Yes","crime","drama","documentary","DonalMacIntyre","LilCranfield,DonalMacIntyre",NA,97,2017-04-04,"2017","spring",""
"An Autumn Afternoon",95,"Yes",91,"G","Yes","drama",NA,NA,"YasujirôOzu","ShochikuCompany",NA,115,2017-03-20,"2017","winter",""
"War, Inc.",28,"No",38,"R","No","comedy",NA,NA,"JoshuaSeftel","NewCrimeProductions,NuImage,MillenniumFilms",NA,106,2008-05-23,"2008","spring","No"
"Iron Man",94,"Yes",91,"PG-13","No","adventure","action","scifi","JonFavreau","MarvelEnterprises,Paramount","No",126,2008-05-02,"2008","spring","Yes"
"Indiana Jones And The Kingdom Of The Crystal Skull",78,"Yes",54,"PG-13","No","action","adventure",NA,"StevenSpielberg","LucasfilmLtd.","No",122,2008-05-22,"2008","spring","Yes"
"The Pirates Who Don't Do Anything: A VeggieTales Movie",43,"No",61,"G","Yes","adventure","kidsandfamily","animation","MikeNawrocki","BigIdeaProductionsInc.",NA,91,2008-01-11,"2008","winter","Yes"
"You Don't Mess With The Zohan",38,"No",45,"PG-13","No","comedy",NA,NA,"DennisDugan","HappyMadisonProductions","No",113,2008-06-06,"2008","spring","Yes"
"XXY",85,"Yes",80,"G","Yes","drama",NA,NA,"LucíaPuenzo","HistoriasCinematograficasCinemania","No",86,2017-02-11,"2017","winter",""
"Paranoid Park",77,"Yes",65,"R","No","drama",NA,NA,"GusVanSant","NeilKopp,DavidAllenCress","Yes",84,2008-03-07,"2008","winter","No"
"Taxi To The Dark Side",100,"Yes",90,"R","No","crime","drama","documentary","AlexGibney","AlexGibney,EvaOrner,SusannahShipman",NA,106,2008-01-18,"2008","winter","No"
"The Happening",17,"No",24,"R","No","mysteryandthriller","scifi",NA,"M.NightShyamalan","BlindingEdgePictures","Yes",89,2008-06-13,"2008","spring","Yes"
"Forgetting Sarah Marshall",83,"Yes",76,"R","No","romance",NA,NA,"NicholasStoller","ApatowProductions","No",112,2008-04-18,"2008","spring","Yes"
"Mongol",86,"Yes",76,"R","No","history","biography","drama","SergeyBodrov","KinokompaniyaCTB",NA,126,2008-06-06,"2008","spring","No"
"Stuck",73,"Yes",55,"R","No","mysteryandthriller","comedy",NA,"StuartGordon","ProdigyPictures,Tumidor,AmicusProductions","No",94,2008-05-30,"2008","spring","No"
"Boy A",88,"Yes",87,"R","No","drama",NA,NA,"JohnCrowley","CubaPictures","No",99,2008-07-23,"2008","summer","No"
"Lou Reed's Berlin",78,"Yes",85,"G","Yes","documentary",NA,NA,"JulianSchnabel","WaterboyProductions",NA,81,2008-07-18,"2008","summer","No"
"The Devil's Chair",60,"Yes",33,"G","Yes","horror",NA,NA,"AdamMason",NA,"Yes",87,2012-04-16,"2012","spring",""
"Bigger, Stronger, Faster*",96,"Yes",81,"PG-13","No","documentary",NA,NA,"ChrisBell","AlexanderBuono,JimCzarnecki,DaveWein",NA,105,2008-05-30,"2008","spring","No"
"Ten Nights Of Dreams (Yume Jû-ya)",80,"Yes",47,"G","Yes","fantasy",NA,NA,"YoshitakaAmano,KonIchikawa,SuzukiMatsuo,MiwaNishikawa","NikkatsuPictures,Nikkatsu",NA,100,2008-08-22,"2008","summer","No"
"Fugitive Pieces",68,"Yes",64,"R","No","drama",NA,NA,"JeremyPodeswa","SerendipityPointFilms","Yes",108,2017-02-18,"2017","winter",""
"Standard Operating Procedure",79,"Yes",78,"R","No","crime","drama","war","ErrolMorris","ParticipantProds.",NA,116,2008-04-25,"2008","spring","No"
"Dance Of The Dead",80,"Yes",51,"G","Yes","horror","adventure","comedy","GreggBishop","BleibergEntertainment",NA,95,2008-10-13,"2008","autumn","No"
"Four Minutes",76,"Yes",85,"G","Yes","drama",NA,NA,"ChrisKraus",NA,NA,112,2008-10-07,"2008","autumn",""
"Jack Brooks: Monster Slayer",61,"Yes",51,"R","No","horror","action","comedy","JonKnautz","TrevorMatthews,PatrickWhite,NeilBregman","No",85,2017-03-27,"2017","spring",""
"The Spirit Of The Marathon",88,"Yes",90,"PG","No","documentary",NA,NA,"JonDunham","Calico1880",NA,104,2015-01-06,"2015","winter",""
"The Earrings Of Madame De... (Madame De...)",97,"Yes",91,"G","Yes","drama",NA,NA,"MaxOphuls","FrancoLondonFilms",NA,105,2017-03-17,"2017","winter",""
"The Rape Of Europa",82,"Yes",92,"G","Yes","documentary",NA,NA,"RichardBerge,NicoleNewnham,BonniCohen","ActualFilms",NA,117,2016-08-10,"2016","summer",""
"Johnny Guitar",93,"Yes",85,"G","Yes","western",NA,NA,"NicholasRay","RepublicPicturesCorporation","No",110,2017-01-06,"2017","winter",""
"Noise",58,"No",60,"G","Yes","comedy",NA,NA,"HenryBean","SevenArtsPictures","Yes",87,2008-05-09,"2008","spring","No"
"Snow Angels",68,"Yes",67,"R","No","drama",NA,NA,"DavidGordonGreen","Crossroads","Yes",106,2008-03-07,"2008","winter","No"
"Class Of 1999",67,"Yes",49,"R","No","scifi","action",NA,"MarkL.Lester","LightningPictures,VestronPictures,OriginalPictures",NA,98,2016-10-22,"2016","autumn",""
"88 Minutes",5,"No",44,"R","No","crime","mysteryandthriller","drama","JonAvnet","MillenniumFilms,Emmett/FurlaFilms",NA,107,2008-04-18,"2008","spring","Yes"
"Speed Racer",40,"No",60,"PG","No","adventure","action",NA,"LillyWachowski,LanaWachowski","SilverPictures","Yes",135,2008-05-09,"2008","spring","Yes"
"Run Fatboy Run",47,"No",64,"PG-13","No","romance",NA,NA,"DavidSchwimmer","Material",NA,100,2008-03-28,"2008","spring","Yes"
"Mother Of Tears: The Third Mother",48,"No",27,"R","No","horror","mysteryandthriller","fantasy","DarioArgento","MedusaFilm",NA,98,2008-06-06,"2008","spring","No"
"Pathology",45,"No",39,"R","No","mysteryandthriller",NA,NA,"MarcSchoelermann","LakeshoreEntertainment",NA,93,2008-04-18,"2008","spring","No"
"Kabluey",84,"Yes",65,"PG-13","No","comedy",NA,NA,"ScottPrendergast","WhitewaterFilms",NA,86,2008-07-04,"2008","summer","No"
"Leatherheads",51,"No",38,"PG-13","No","romance",NA,NA,"GeorgeClooney","CaseySilverProductions,SmokeHouse",NA,114,2008-04-04,"2008","spring","Yes"
"$ (Dollars) (The Heist)",86,"Yes",51,"R","No","crime","drama","comedy","RichardBrooks","ColumbiaPicturesCorporation",NA,122,2014-05-14,"2014","spring",""
"The Babysitters",33,"No",30,"R","No","drama",NA,NA,"DavidRoss","ForensicFilms,UploadFilms",NA,90,2008-05-09,"2008","spring","No"
"Harold",31,"No",41,"PG-13","No","comedy",NA,NA,"T.SeanShannon","BlueStarPictures,CityLightsPictures",NA,94,2017-01-01,"2017","winter",""
"Sex And The City",50,"No",77,"R","No","romance",NA,NA,"MichaelPatrickKing","DarrenStar,HBOFilms","Yes",145,2008-05-30,"2008","spring","Yes"
"Deception",11,"No",31,"R","No","mysteryandthriller","drama",NA,"MarcelLangenegger","Seed","No",107,2008-04-25,"2008","spring","Yes"
"Young@Heart",89,"Yes",91,"PG","No","documentary",NA,NA,"StephenWalker","FoxSearchlight",NA,110,2008-04-09,"2008","spring","No"
"Made Of Honor",15,"No",55,"PG-13","No","romance","comedy",NA,"PaulWeiland","OriginalFilm","No",101,2008-05-02,"2008","spring","Yes"
"The Love Guru",14,"No",33,"PG-13","No","comedy",NA,NA,"MarcoSchnabel","NomoneyfunFilms,MichaelDeLuca","No",87,2008-06-20,"2008","spring","Yes"
"Final Exam",13,"No",16,"R","No","horror",NA,NA,"JimmyHuston","MPMFilm,PeninsulaManagementProductions",NA,90,2018-04-02,"2018","spring",""
"CSNY Déjà Vu",68,"Yes",71,"R","No","music","documentary",NA,"NeilYoung","Shangri-LaEntertainment,ShakeyPictures",NA,96,2008-07-25,"2008","summer","No"
"The Foot Fist Way",54,"No",46,"R","No","comedy",NA,NA,"JodyHill","MTVFilms,GarySanchezProductions","No",87,2008-05-30,"2008","spring","No"
"Flashbacks Of A Fool",38,"No",51,"R","No","drama",NA,NA,"BaillieWalsh","LeneBausager,DamonBryant,GenevieveHofmeyr,ClausClausen",NA,113,2017-03-27,"2017","spring",""
"Finding Amanda",40,"No",28,"R","No","drama","comedy",NA,"PeterTolan",NA,NA,100,2008-06-27,"2008","summer","No"
"Constantine's Sword",87,"Yes",77,"G","Yes","documentary",NA,NA,"OrenJacoby","OrenJacoby,MichaelSolomon,BetsyWest",NA,95,2008-04-18,"2008","spring","No"
"Far North",83,"Yes",47,"R","No","crime","drama","romance","AsifKapadia","TheBureau,CelluloidDreams",NA,89,2017-01-20,"2017","winter",""
"Monster Road",86,"Yes",86,"G","Yes","documentary",NA,NA,"BrettIngram","JimHaverkamp,BrettIngram",NA,79,2008-09-30,"2008","autumn",""
"Oasis: Supersonic",84,"Yes",87,"R","No","music","documentary",NA,"MatWhitecross","Nemperor,MintPictures,LortonEntertainment,OnTheCornerFilmsLimited",NA,117,2016-10-26,"2016","autumn","No"
"Fist Of Legend (Jing Wu Ying Xiong)",100,"Yes",92,"R","No","action","sportsandfitness",NA,"GordonChan","Miramax",NA,103,2017-05-22,"2017","spring",""
"Ladies And Gentlemen: The Fabulous Stains",64,"Yes",65,"R","No","musical",NA,NA,"LouAdler","ParamountPictures,RedStripe,Barclay'sMercantileIndustrialFinance",NA,87,2016-08-10,"2016","summer",""
"A/k/a Tommy Chong",74,"Yes",80,"G","Yes","documentary",NA,NA,"JoshGilbert",NA,NA,78,2017-05-22,"2017","spring",""
"Tall Tale",50,"No",52,"PG","No","fantasy","kidsandfamily",NA,"JeremiahS.Chechik","WaltDisneyPictures","No",96,1995-03-24,"1995","spring","Yes"
"Workingman's Death",75,"Yes",95,"G","Yes","documentary",NA,NA,"MichaelGlawogger","LotusFilm,QuinteFilm,Arte",NA,122,2017-03-23,"2017","spring",""
"Reprise",88,"Yes",84,"R","No","drama",NA,NA,"JoachimTrier","41/2Film,FilmlanceInternationalAB","No",105,2008-05-16,"2008","spring","No"
"Son Of Rambow",73,"Yes",79,"PG-13","No","comedy",NA,NA,"GarthJennings","HammerandTongs,ArteFranceCinema",NA,95,2008-05-02,"2008","spring","No"
"Itty Bitty Titty Committee",38,"No",56,"G","Yes","comedy",NA,NA,"JamieBabbit","AndreaSperling,LisaThrasher",NA,87,2008-09-02,"2008","summer",""
"Postal",9,"No",34,"R","No","action","comedy",NA,"UweBoll","BollKinoBeteiligungsGmbH&Co.KG",NA,106,2019-03-08,"2019","winter",""
"I Want Candy",56,"No",38,"R","No","comedy",NA,NA,"StephenSurjik","BarnabyThompson,PiersThompson",NA,85,2016-06-29,"2016","summer",""
"Before The Rains",49,"No",50,"PG-13","No","drama",NA,NA,"SantoshSivan","MerchantIvoryProductions",NA,98,2008-05-09,"2008","spring","No"
"We Are Together: The Children Of Agape Choir",92,"Yes",84,"PG","No","music","documentary",NA,"PaulTaylor","RiseFilms",NA,87,2017-01-13,"2017","winter",""
"The Sensation Of Sight",50,"No",58,"R","No","drama",NA,NA,"AaronJ.Wiederspahn","either/orfilms",NA,134,2017-01-25,"2017","winter",""
"Outsourced",76,"Yes",73,"PG-13","No","comedy",NA,NA,"JohnJeffcoat","ShadowCatcherEntertainment",NA,98,2016-12-05,"2016","autumn",""
"Sarah Landon And The Paranormal Hour",0,"No",25,"PG","No","mysteryandthriller",NA,NA,"LisaComrie","SunsetCreek",NA,81,2007-10-19,"2007","autumn","Yes"
"Lagerfeld Confidential",43,"No",54,"G","Yes","documentary",NA,NA,"RodolpheMarconi","RealitismFilms,BackupFilms",NA,88,2008-09-02,"2008","summer",""
"Married Life",54,"No",36,"PG-13","No","crime","drama","romance","IraSachs","AnonymousContent,FirmFilms",NA,90,2008-03-07,"2008","winter","No"
"Then She Found Me",50,"No",44,"R","No","drama","romance",NA,"HelenHunt","JohnWellsProductions,BlueRiderPictures,KillerFilms","No",100,2008-04-25,"2008","spring","No"
"Monster Camp: The Story Of NERO Seattle",64,"Yes",52,"G","Yes","fantasy","documentary",NA,"CullenHoback","AaronDouglasEnterprises",NA,81,2017-03-11,"2017","winter",""
"The Forbidden Kingdom",64,"Yes",60,"PG-13","No","adventure","action","fantasy","RobMinkoff","CaseySilverProductions","No",105,2008-04-18,"2008","spring","Yes"
"The Promotion",53,"No",28,"R","No","comedy",NA,NA,"SteveConrad","DimensionFilms",NA,86,2008-06-06,"2008","spring","No"
"Jodhaa Akbar",75,"Yes",78,"G","Yes","history","drama","romance","AshutoshGowariker","AshutoshGowariker,RonnieScrewvala","No",213,2008-02-15,"2008","winter","No"
"The Art Of Travel",63,"Yes",51,"R","No","adventure",NA,NA,"ThomasWhelan","EmyrG.Graciano,KyleDeanJackson,BrianLaBelle,CarolMasterson",NA,101,2016-08-10,"2016","summer",""
"Baby Mama",64,"Yes",55,"PG-13","No","comedy",NA,NA,"MichaelMcCullers","Michaels/Goldwyn","Yes",99,2008-04-25,"2008","spring","Yes"
"Kicking It",53,"No",71,"G","Yes","documentary",NA,NA,"SusanKoch,JeffWerner","WiderFilmProjects",NA,98,2008-06-13,"2008","spring","No"
"Ballet Shoes",100,"Yes",66,"PG","No","drama",NA,NA,"SandraGoldbacher",NA,NA,90,2008-08-26,"2008","summer","No"
"They Wait",40,"No",38,"R","No","horror","mysteryandthriller",NA,"ErnieBarbarash","BrightlightPicturesInc.,TheMovieNetwork(TMN)",NA,89,2017-03-17,"2017","winter",""
"How To Rob A Bank",29,"No",42,"G","Yes","drama","comedy",NA,"AndrewsJenkins","RickLashbrookFilms","Yes",81,2008-02-06,"2008","winter","No"
"War Requiem",100,"Yes",62,"G","Yes","musical",NA,NA,"DerekJarman","DonBoyd",NA,85,2017-03-13,"2017","winter",""
"Medicine For Melancholy",84,"Yes",65,"G","Yes","drama","romance",NA,"BarryJenkins","JustinBarber,GregO'Bryant,CherieSaulter","Yes",88,2016-12-05,"2016","autumn",""
"Never Say Macbeth",100,"Yes",59,"G","Yes","comedy",NA,NA,"ChristopherJ.Prouty",NA,NA,87,2008-08-26,"2008","summer",""
"Choking Man",50,"No",38,"G","Yes","drama",NA,NA,"SteveBarron","GhostRobot",NA,84,2007-11-09,"2007","autumn","No"
"The Big Feast (La Grande Bouffe)",63,"Yes",82,"NC-17","No","comedy",NA,NA,"MarcoFerreri","MaraFilms,CapitolinaProduzioniCinematografiche",NA,130,2017-03-23,"2017","spring",""
"An American Crime",38,"No",74,"R","No","crime","drama",NA,"TommyO'Haver","FirstLookMedia,JohnWellsProductions,KillerFilms",NA,98,2017-05-22,"2017","spring",""
"Deal",3,"No",38,"PG-13","No","drama",NA,NA,"GilCatesJr.","Metro-Goldwyn-Mayer,TAGEntertainment,SevenArtsPictures","No",88,2008-04-25,"2008","spring","No"
"The Garden Of Earthly Delights",67,"Yes",63,"G","Yes","drama",NA,NA,"LechMajewski","GuidoCerasuolo,LechMajewski",NA,103,2017-02-08,"2017","winter",""
"Bra Boys",59,"No",71,"R","No","documentary",NA,NA,"SunnyAbberton,MacarioDeSouza","SunnyAbberton",NA,90,2008-04-11,"2008","spring","No"
"The Stalking Moon",40,"No",62,"G","Yes","western",NA,NA,"RobertMulligan","NationalGeneral",NA,109,2012-04-01,"2012","spring",""
"Redbelt",68,"Yes",65,"R","No","drama",NA,NA,"DavidMamet","SonyPicturesClassics","Yes",99,2008-05-09,"2008","spring","Yes"
"Street Kings",36,"No",58,"R","No","crime","drama","mysteryandthriller","DavidAyer","3ArtsEntertainment","No",107,2008-04-11,"2008","spring","Yes"
"Warlords (Tau Ming Chong)",63,"Yes",70,"G","Yes","",NA,NA,"PeterHo-SunChan",NA,NA,101,NA,NA,NA,""
"Last Summer In The Hamptons",64,"Yes",47,"R","No","comedy",NA,NA,"HenryJaglom","JudithWolinsky",NA,105,2016-11-23,"2016","autumn",""
"I'm Through With White Girls (The Inevitable Undoing Of Jay Brooks)",60,"Yes",63,"R","No","romance",NA,NA,"JenniferSharp","TurnSoulFilms",NA,93,2018-08-26,"2018","summer",""
"Miss Pettigrew Lives For A Day",78,"Yes",71,"PG-13","No","drama","romance","comedy","BharatNalluri","ShinePictures,FocusFeatures,KeylightProductions,KudosProductions","No",92,2008-03-07,"2008","winter","No"
"Freshman Orientation",32,"No",37,"R","No","comedy",NA,NA,"RyanShiraki","PersistentEntertainment,LIFTProductions",NA,92,2007-08-31,"2007","summer","No"
"Smart People",49,"No",39,"R","No","drama","romance",NA,"NoamMurro","GroundswellProductions","No",94,2008-04-11,"2008","spring","Yes"
"Camp Rock",45,"No",75,"TVG","No","kidsandfamily","comedy","musical","MatthewDiamond","DisneyChannel","No",96,2016-12-05,"2016","autumn",""
"Starship Troopers 3: Marauder",50,"No",19,"R","No","scifi","action","adventure","EdwardNeumeier","BoldFilms","Yes",105,2012-04-16,"2012","spring",""
"Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert Tour",71,"Yes",70,"G","Yes","music","kidsandfamily","documentary","BruceHendricks","WaltDisneyPictures",NA,82,2016-08-10,"2016","summer",""
"Prom Night",7,"No",38,"PG-13","No","horror","mysteryandthriller",NA,"NelsonMcCormick","Alliance,OriginalFilm","No",88,2008-04-11,"2008","spring","Yes"
"Nim's Island",51,"No",46,"PG","No","fantasy","adventure","kidsandfamily","JenniferFlackett,MarkLevin","WaldenMedia","No",94,2008-04-04,"2008","spring","Yes"
"What Happens In Vegas",26,"No",65,"PG-13","No","romance",NA,NA,"TomVaughan","21LapsEntertainment,MosaicMediaGroup","No",99,2008-05-09,"2008","spring","Yes"
"CJ7",49,"No",52,"PG","No","scifi","kidsandfamily","comedy","StephenChow","ColumbiaPicturesFilmProductionAsia","No",88,2008-03-07,"2008","winter","No"
"Quid Pro Quo",61,"Yes",54,"R","No","drama","comedy",NA,"CarlosBrooks","SarahPillsbury,MidgeSanford",NA,81,2008-06-13,"2008","spring","No"
"Where In The World Is Osama Bin Laden?",37,"No",52,"PG-13","No","documentary",NA,NA,"MorganSpurlock","WildBunch,WarriorPoets,Non-LinnearFilms","No",93,2008-04-18,"2008","spring","No"
"The Little Mermaid: Ariel's Beginning",33,"No",56,"G","Yes","fantasy","kidsandfamily","animation","PeggyHolmes","DisneyToonStudios",NA,77,2017-05-21,"2017","spring",""
"The Life Before Her Eyes",23,"No",51,"R","No","drama","mysteryandthriller",NA,"VadimPerelman","2929Productions",NA,90,2008-04-18,"2008","spring","No"
"The Duchess Of Langeais (Ne Touchez Pas La Hache)(Don't Touch The Axe)",70,"Yes",52,"G","Yes","history","drama","romance","JacquesRivette","Cinemaundici","No",137,2008-02-22,"2008","winter","No"
"Miss Conception",8,"No",19,"R","No","romance",NA,NA,"EricStyles","BlueAngelFilm,MiromarEntertainment",NA,94,2008-06-06,"2008","spring","No"
"Recount",78,"Yes",81,"TVMA","No","drama",NA,NA,"JayRoach","HBOFilms",NA,117,2016-05-22,"2016","spring",""
"Mardi Gras: Made In China",68,"Yes",90,"G","Yes","documentary",NA,NA,"DavidRedmon","DavidRedmon",NA,78,2016-11-18,"2016","autumn",""
"The Mighty Celt",67,"Yes",65,"G","Yes","drama",NA,NA,"PearseElliott","RobertWalpole,PaddyMcDonald,PaddyBreathnach",NA,81,2017-01-23,"2017","winter",""
"Penelope",54,"No",73,"PG","No","fantasy","kidsandfamily","romance","MarkPalansky","StoneVillageProductions,TypeAFilms",NA,90,2008-02-29,"2008","winter","Yes"
"Trafic (Traffic)",95,"Yes",77,"G","Yes","comedy",NA,NA,"JacquesTati","LesfilmsCorona,LesFilmsGibé,SeleniaCinematografica","Yes",89,2017-03-11,"2017","winter",""
"Duck",50,"No",45,"PG-13","No","drama",NA,NA,"NicBettauer","5AcesProductions,NicsPics",NA,98,2007-05-11,"2007","spring","No"
"Towards Darkness",11,"No",50,"R","No","mysteryandthriller","drama",NA,"AntonioNegret","MacumbaFilms,NegretFilms","Yes",94,2008-03-21,"2008","winter","No"
"Shine A Light",86,"Yes",74,"PG-13","No","documentary",NA,NA,"MartinScorsese","Shangri-LaEntertainment,ConcertProductionsInternational",NA,122,2008-04-04,"2008","spring","Yes"
"The Band's Visit",98,"Yes",86,"PG-13","No","drama","comedy",NA,"EranKolirin","JulyAugustProductions,KeshetBroadcasting,TelAviv,BleibergEntertainment",NA,86,2008-02-08,"2008","winter","No"
